Title,Body,Tags
"Can I specify a class wide group on a TestNG test case?","<p>I have a base class that represents a database test in TestNG, and I want to specify that all classes extending from this class are of a group ""db-test"", however I have found that this doesn't seem possible.  I have tried the @Test annotation:</p>

<pre><code>@Test(groups = { ""db-test"" })
public class DBTestBase {
}
</code></pre>

<p>However, this doesn't work because the @Test annotation will try to make a bunch of methods into tests, and warnings/errors pop up in eclipse when the tests are run.</p>

<p>So I tried disabling the test, so at least the groups are assigned:</p>

<pre><code>@Test(enabled = false, groups = { ""db-test"" })
public class DBTestBase {
}
</code></pre>

<p>but then any @BeforeTest (and other similar annotations) ALSO get disabled... which is of course not what I want.</p>

<p>I would like some way to annotate a class as being of a particular type of group, but it doesn't quite seem possible in TestNG.  Does anyone have any other ideas?</p>
","<java><testng>"
"Is there a way for MS Access to grab the current Active Directory user?","<p>I'm working on a spec for a piece of software for my company and as part of the auditing system I think it would be neat if there was a way to grab the current Active Directory user.</p>

<p>Hopefully something like:</p>

<pre><code>Dim strUser as String
strUser = ActiveDirectory.User()
MsgBox ""Welcome back, "" &amp; strUser
</code></pre>
","<ms-access><active-directory>"
"YUI drag&drop proxy drag","<p>Question for YUI experts...</p>
<p>I have a table and I've made each cell of the first row draggable by <a href=""http://web.archive.org/web/20160728103125/https://developer.yahoo.com/yui/examples/dragdrop/dd-proxy.html"" rel=""nofollow noreferrer"">proxy</a>. In IE, when the drag proxy is released, the original table cell actually jumps to wherever the release point was. How can I prevent this from happening? Essentially, I want to know where the proxy was dropped and handle my logic from there but I don't want the original to move.</p>
","<javascript><drag-and-drop><yui>"
"grep a file, but show several surrounding lines?","<p>I would like to <code>grep</code> for a string, but also show the preceding five lines and the following five lines as well as the matched line. How would I be able to do this?</p>
","<search><logging><grep><command-line-interface>"
"Accessing audio/video metadata with .NET","<p>What is the best way to get and set the meta data for mp3, mp4, avi files etc. with .NET?</p>
","<.net><video><audio><mp3>"
"Add a bookmark that is only javascript, not a URL","<p>I'm thinking that the reason I can't do this is because it might be a huge security hole, but here goes...</p>

<p>I want to have a bookmark on my browser (FF3, preferably) that is only a snippet of javascript code.  It would merely construct a URL based on the current date and then do a window.location = on that URL.</p>

<p>I know that I could make a page and keep it on my local machine and just refer to it that way, but I was just wondering if you could bypass that step and actually have the ""location"" of the bookmark really just be javascript.  I could have sworn that this was possible years ago, but I can't find anything that tells me either way now.</p>
","<javascript><bookmarklet><bookmarks>"
"Select all columns except one in MySQL?","<p>I'm trying to use a select statement to get all of the columns from a certain MySQL table except one. Is there a simple way to do this?</p>

<p>EDIT: There are 53 columns in this table (NOT MY DESIGN)</p>
","<mysql><select><wildcard>"
"Enterprise Library CacheFactory.GetCacheManager Throws Null Ref","<p>I'm trying to convert an application using the 1.1 version of the Enterprise Library Caching block over to the 2.0 version.  I think where I'm really having a problem is that the configuration for the different EntLib pieces was split out over several files.  Apparently, this used to be handled by the <strong>ConfigurationManagerSectionHandler</strong>, but is now obsolete in favor of the built-in configuration mechanisms in .NET 2.0.</p>

<p>I'm having a hard time finding a good example of how to do this configuration file splitting, especially in the context of EntLib.  Has anyone else dealt with this?</p>
","<c#><configuration><enterprise-library>"
"FogBugz compared to OnTime","<p>Has anyone used both FogBugz and Axosoft's OnTime and care to offer an opinion?  AxoSoft has a big <a href=""http://web.archive.org/web/20090522134148/http://www.axosoft.com:80/products/ontime_competition.aspx"" rel=""nofollow noreferrer"">feature comparison chart</a> but I'm also interested in more subjective thoughts on things like ease of use and stability.</p>
","<bug-tracking><fogbugz><ontime>"
"Opening a file in my application from File Explorer","<p>I've created my own application in VB.NET that saves its documents into a file with it's own custom extension (.eds).</p>

<p>Assuming that I've properly associated the file extension with my application, how do I actually handle the processing of the selected file within my application when I double click on the file in File Explorer? </p>

<p>Do I grab an argsc/argsv variable in my Application.Load() method or is it something else?</p>
","<vb.net><file-extension>"
"Lingering assembly dependency in C# .NET","<p>My C# project - we'll call it the SuperUI - used to make use of a class from an external assembly. Now it doesn't, but the compiler won't let me build the project without the assembly reference in place. Let me elaborate.</p>

<p>This project used to throw and catch a custom exception class - the <code>SuperException</code> - which was derived from the standard System.Exception and lived in a separate, precompiled assembly, <code>SuperAssembly.DLL</code>, which I referenced.</p>

<p>Eventually, I decided this was a pointless exercise and replaced all <code>SuperExceptions</code> with a System.SuitableStandardException in each case. I removed the reference to <code>SuperException.DLL</code>, but am now met with the following on trying to compile the project:</p>

<blockquote>
  <p>The type 'SuperException' is defined in an assembly that is not referenced. You must add a reference to assembly 'SuperException, Version=1.1.0.0 (...)'</p>
</blockquote>

<p>The source file referenced by the error doesn't seem relevant; it's the project namespace that gets highlighted in the IDE.</p>

<p>Now, here's the thing:</p>

<ol>
<li>All uses of <code>SuperException</code> have been eliminated from the project's code.</li>
<li>Compared to another project that compiles fine without a reference to <code>SuperException.DLL</code>, I only reference one more assembly - and <code>that</code> references nothing that my project doesn't reference itself. While it's possible that any of these dependencies could throw <code>SuperExceptions</code>, I'm only catching the base Exception class and in any case... the other project builds fine!</li>
<li>I've done Visual Studio's ""Clean Solution"" and cleared everything out by hand, many times.</li>
</ol>

<p>It's not the end of the world to include this reference, I just don't see why it's necessary any more. Nrrrgg. Any pointers welcome!</p>
","<c#><.net><dependencies>"
"How to obtain good concurrent read performance from disk","<p>I'd like to ask a question then follow it up with my own answer, but also see what answers other people have.</p>

<p>We have two large files which we'd like to read from two separate threads concurrently.  One thread will sequentially read fileA while the other thread will sequentially read fileB.  There is no locking or communication between the threads, both are sequentially reading as fast as they can, and both are immediately discarding the data they read.</p>

<p>Our experience with this setup on Windows is very poor.  The combined throughput of the two threads is in the order of 2-3 MiB/sec.  The drive seems to be spending most of its time seeking backwards and forwards between the two files, presumably reading very little after each seek.</p>

<p>If we disable one of the threads and temporarily look at the performance of a single thread then we get much better bandwidth (~45 MiB/sec for this machine).  So clearly the bad two-thread performance is an artefact of the OS disk scheduler.</p>

<p><strong>Is there anything we can do to improve the concurrent thread read performance?</strong>  Perhaps by using different APIs or by tweaking the OS disk scheduler parameters in some way.</p>

<p>Some details:</p>

<p>The files are in the order of 2 GiB each on a machine with 2GiB of RAM.  For the purpose of this question we consider them not to be cached and perfectly defragmented.  We have used defrag tools and rebooted to ensure this is the case.</p>

<p>We are using no special APIs to read these files.  The behaviour is repeatable across various bog-standard APIs such as Win32's CreateFile, C's fopen, C++'s std::ifstream, Java's FileInputStream, etc.</p>

<p>Each thread spins in a loop making calls to the read function.  We have varied the number of bytes requested from the API each iteration from values between 1KiB up to 128MiB.  Varying this has had no effect, so clearly the amount the OS is physically reading after each disk seek is not dictated by this number.  This is exactly what should be expected.</p>

<p>The dramatic difference between one-thread and two-thread performance is repeatable across Windows 2000, Windows XP (32-bit and 64-bit), Windows Server 2003, and also with and without hardware RAID5.</p>
","<windows><multithreading><file-io>"
"IL level code debugger","<p>Is there any IL level debugger in form of a VS plugin or standalone application?</p>

<p>Visual studio’s debugger is great, but it allows you to debug on either HLL code level or assembly language, you can’t debug IL.
It seems that in some situations it would be useful to have an opportunity to debug at IL level. </p>

<p>In particular it might be helpful when debugging a problem in the code that you don't have the source of.</p>

<p>It is arguable if it is actually useful to debug IL when you don't have the source, but anyway.</p>
","<.net><debugging><il>"
"ADO.NET Connection Pooling & SQLServer","<ul>
  <li>What is it?</li>
  <li>How do I implement connection pooling with MS SQL?</li>
  <li>What are the performance ramifications when</li>
    <ul>
      <li>Executing many queries one-after-the other (i.e. using a loop with 30K+ iterations calling a stored procedure)?</li>
      <li>Executing a few queries that take a long time (10+ min)?</li>
    </ul>
  <li>Are there any best practices?</li>
</ul>
","<sql-server><performance><ado.net>"
"Offsite backups","<p>I was recently tasked with coming up with an offsite backup strategy. We have about 2TB of data that would need to be backed up so our needs are a little out of the norm. </p>

<p>I looked into Iron Mountain and they wanted $12,000 a month! </p>

<p>Does anyone have any suggestions on how best to handle backing up this much data on a budget (like a tenth of Iron Mountain)? How do other companies afford to do this?</p>

<p>Thanks!</p>

<p>UPDATE :: UPDATE </p>

<p>Ironically enough, I just had the sort of devastating failure we're all talking about. I had my BES server fail and than 2 days later 2 drives in my Exchange server's RAID5 died (2!!!??!). I'm currently in the process of rebuilding my network and the backup integrity is an definitely an issue.</p>

<p>At least now my bosses are paying attention :)</p>
","<backup><offsite>"
"Interfaces on different logic layers","<p>Say you have an application divided into 3-tiers: GUI, business logic, and data access. In your business logic layer you have described your business objects: getters, setters, accessors, and so on... you get the idea. The interface to the business logic layer guarantees safe usage of the business logic, so all the methods and accessors you call will validate input. </p>

<p>This great when you first write the UI code, because you have a neatly defined interface that you can trust.</p>

<p>But here comes the tricky part, when you start writing the data access layer, the interface to the business logic does not accommodate your needs. You need to have more accessors and getters to set fields which are/used to be hidden. Now you are forced to erode the interface of your business logic; now it is possible set fields from the UI layer, which the UI layer has no business setting. </p>

<p>Because of the changes needed for the data access layer, the interface to the business logic has eroded to the point where it is possible to even set the business logic with invalid data. Thus, the interface does not guarantee safe usage anymore.</p>

<p>I hope I explained the problem clearly enough. How do you prevent interface eroding, maintain information hiding and encapsulation, and yet still accommodate different interface needs among different layers? </p>
","<architecture>"
"How print Flex components in FireFox3?","<p>Thanks to FireFox's buggy implementation of ActiveX components (it really should take an image of them when printing) Flex components (in our case charts) don't print in FX.</p>

<p>They print fine in IE7, even IE6.</p>

<p>We need these charts to print, but they also have dynamic content.  I don't really want to draw them again as images when the user prints - the Flex component should do it.</p>

<p>We've found a <a href=""http://www.anychart.com/blog/2007/09/23/solving-problem-with-printing-flash-content-in-firefox-browser/"" rel=""nofollow noreferrer"">potential workaround</a>, but unfortunately it doesn't work in FireFox3 (in FireFox2 it sort-of works, but not well enough).</p>

<p>Anyone know a workaround?</p>
","<apache-flex><actionscript-3><firefox>"
"How to find untracked files in a Perforce tree? (analogue of svn status)","<p>Anybody have a script or alias to find untracked (really: unadded) files in a Perforce tree?</p>

<p>EDIT: I updated the accepted answer on this one since it looks like P4V added support for this in the January 2009 release.</p>
","<version-control><perforce>"
"Keep Remote Directory Up-to-date","<p>I absolutely love the <a href=""http://winscp.net/eng/docs/task_keep_up_to_date"" rel=""noreferrer"">Keep Remote Directory Up-to-date</a> feature in <a href=""http://winscp.net/"" rel=""noreferrer"">Winscp</a>. Unfortunately, I can't find anything as simple to use in OS X or Linux. I know the same thing can <em>theoretically</em> be accomplished using <a href=""http://freshmeat.net/projects/changedfiles/"" rel=""noreferrer"">changedfiles</a> or <a href=""http://samba.anu.edu.au/rsync/"" rel=""noreferrer"">rsync</a>, but I've always found the tutorials for both tools to be lacking and/or contradictory. </p>

<p>I basically just need a tool that works in OSX or Linux and keeps a remote directory in sync (mirrored) with a local directory while I make changes to the local directory.</p>

<hr>

<p><strong>Update</strong></p>

<p>Looking through the solutions, I see a couple which solve the general problem of keeping a remote directory in sync with a local directory <em>manually</em>. I know that I can set a cron task to run rsync every minute, and this should be fairly close to real time. </p>

<p>This is not the exact solution I was looking for as winscp does this and more: it detects file changes in a directory (while I work on them) and then automatically pushes the changes to the remote server. I know this is not the best solution (no code repository), but it allows me to very quickly test code on a server while I develop it. Does anyone know how to combine rsync with any other commands to get this functionality?</p>
","<linux><macos><ssh><sftp>"
"Removing elements with Array.map in JavaScript","<p>I would like to filter an array of items by using the <code>map()</code> function. Here is a code snippet:</p>

<pre><code>var filteredItems = items.map(function(item)
{
    if( ...some condition... )
    {
        return item;
    }
});
</code></pre>

<p>The problem is that filtered out items still uses space in the array and I would like to completely wipe them out.</p>

<p>Any idea?</p>

<p>EDIT: Thanks, I forgot about <code>filter()</code>, what I wanted is actually a <code>filter()</code> then a <code>map()</code>.</p>

<p>EDIT2: Thanks for pointing that <code>map()</code> and <code>filter()</code> are not implemented in all browsers, although my specific code was not intended to run in a browser.</p>
","<javascript><functional-programming><data-manipulation><client-side>"
"onClick doesn't fire with only one input when pressing enter","<p>I'm having trouble with events in Internet Explorer 7.</p>

<p>When I have a form with <strong>two or more</strong> <code>input[type=text]</code> and I press enter, the events occurs in this order:</p>

<ol>
<li>submit button (<code>onClick</code>)</li>
<li>form (<code>onSubmit</code>)</li>
</ol>

<p>Sample code:</p>

<pre><code>&lt;form onSubmit=""{alert('form::onSubmit'); return false;}""&gt;
    &lt;input type=""text""&gt;
    &lt;input type=""text""&gt;
    &lt;input type=""submit"" onClick=""{alert('button::onClick');}""&gt;
&lt;/form&gt;
</code></pre>

<p>If I have only <strong>one</strong> <code>input[type=text]</code> and I press enter the submit button <code>onClick</code> event doesn't fire. Sample code:</p>

<pre><code>&lt;form onSubmit=""{alert('form::onSubmit'); return false;}""&gt;
    &lt;input type=""text""&gt;
    &lt;input type=""submit"" onClick=""{alert('button::onClick');}""&gt;
&lt;/form&gt;
</code></pre>
","<javascript><internet-explorer><events><internet-explorer-7>"
"How do you retrieve selected text using Regex in C#?","<p>How do you retrieve selected text using Regex in C#?</p>

<p>I am looking for C# code that is equivalent to this Perl code:</p>

<pre><code>$indexVal = 0;
if($string =~ /Index: (\d*)/){$indexVal = $1;}
</code></pre>
","<c#><regex><perl>"
"C# 3.0 auto-properties — useful or not?","<p><em>Note: This was posted when I was starting out C#. With 2014 knowledge, I can truly say that auto-properties are among the best things that ever happened to the C# language.</em></p>

<p>I am used to create my properties in C# using a private and a public field:</p>

<pre><code>private string title;
public string Title
{
    get { return title;  }
    set { title = value;  }
}
</code></pre>

<p>Now, with <a href=""http://en.wikipedia.org/wiki/.NET_Framework"" rel=""noreferrer"">.NET</a> 3.0, we got auto-properties:</p>

<pre><code>public string Title { get; set; }
</code></pre>

<p>I know this is more a philosophical/subjective questions, but is there any reason to use these auto-properties except from saving five lines of code for each field? My personal gripe is that those properties are hiding stuff from me, and I am not a big fan of black magic.</p>

<p>In fact, the hidden private field does not even show up in the debugger, which is OK given the fact that the get/set functions do nothing. But when I want to actually implement some getter/setter logic, I have to use the private/public pair anyway.</p>

<p>I see the benefit that I save a lot of code (one vs six lines) without losing the ability to change the getter/setter logic later, but then again I can already do that by simply declaring a public field ""Public string Title"" without the need of the { get; set; } block, thus even saving more code.</p>

<p>So, what am I missing here? Why would anyone actually want to use auto-properties?</p>
","<c#><.net><automatic-properties>"
"""Could not find type"" error loading a form in the Windows Forms Designer","<p>I have a .NET 2.0 windows forms app, which makes heavy use of the <code>ListView</code> control.</p>

<p>I've subclassed the <code>ListView</code> class into a templated <code>SortableListView&lt;T&gt;</code> class, so it can be a bit smarter about how it displays things, and sort itself.</p>

<p>Unfortunately this seems to break the Visual Studio Forms Designer, in both VS2005 and 2008.</p>

<p>The program compiles and runs fine, but when I try view the owning form in the designer, I get these Errors:</p>

<ul>
<li>Could not find type 'MyApp.Controls.SortableListView'. Please make sure that the assembly that contains this type is referenced. If this type is a part of your development project, make sure that the project has been successfully built.</li>
</ul>

<p>There is no stack trace or error line information available for this error  </p>

<ul>
<li>The variable 'listViewImages' is either undeclared or was never assigned. </li>
</ul>

<p>At MyApp.Main.Designer.cs Line:XYZ Column:1</p>

<pre><code>Call stack:
at System.ComponentModel.Design.Serialization.CodeDomSerializerBase.Error(IDesignerSerializationManager manager, String exceptionText, String helpLink)
at System.ComponentModel.Design.Serialization.CodeDomSerializerBase.DeserializeExpression(IDesignerSerializationManager manager, String name, CodeExpression expression)
at System.ComponentModel.Design.Serialization.CodeDomSerializerBase.DeserializeExpression(IDesignerSerializationManager manager, String name, CodeExpression expression)
at System.ComponentModel.Design.Serialization.CodeDomSerializerBase.DeserializeStatement(IDesignerSerializationManager manager, CodeStatement statement) 
</code></pre>

<p>The line of code in question is where it is actually added to the form, and is</p>

<pre><code>this.imagesTab.Controls.Add( this.listViewImages );
</code></pre>

<p>listViewImages is declared as</p>

<pre><code>private MyApp.Controls.SortableListView&lt;Image&gt; listViewImages;
</code></pre>

<p>and is instantiated in the <code>InitializeComponent</code> method as follows:</p>

<pre><code>this.listViewImages = new MyApp.Controls.SortableListView&lt;Image&gt;();
</code></pre>

<p>As mentioned earlier, the program compiles and runs perfectly, and I've tried shifting the <code>SortableListView</code> class out to a seperate assembly so it can be compiled seperately, but this makes no difference.</p>

<p>I have no idea where to go from here. Any help would be appreciated!</p>
","<c#><.net><winforms><visual-studio-2008><visual-studio-2005>"
"How do you create a static class in C++?","<p>How do you create a static class in C++? I should be able to do something like:</p>

<pre><code>cout &lt;&lt; ""bit 5 is "" &lt;&lt; BitParser::getBitAt(buffer, 5) &lt;&lt; endl;
</code></pre>

<p>Assuming I created the <code>BitParser</code> class. What would the <code>BitParser</code> class definition look like?</p>
","<c++><oop><class><syntax><static>"
"Generate sitemap on the fly","<p>I'm trying to generate a sitemap.xml on the fly for a particular asp.net website.</p>
<p>I found a couple solutions:<br /></p>
<ol>
<li><a href=""http://sitemap.chinookwebs.com/"" rel=""nofollow noreferrer"">chinookwebs</a></li>
<li><a href=""http://web.archive.org/web/20080307061444/http://www.cervoproject.info:80/sitemaps.aspx"" rel=""nofollow noreferrer"">cervoproject</a></li>
<li><a href=""http://www.codeplex.com/Sitemaps"" rel=""nofollow noreferrer"">newtonking</a></li>
</ol>
<p>Chinookwebs is working great but seems a bit inactive right now and it's impossible to personalize the &quot;priority&quot; and the &quot;changefreq&quot; tags of each and every page, they all inherit the same value from the config file.</p>
<p>What solutions do you guys use?</p>
","<.net><asp.net><sitemap>"
"Running Javascript after control's selected value has been set","<p>Simple ASP.NET application.</p>

<p>I have two drop-down controls. On the first-drop down I have a JavaScript <code>onChange</code> event. The JavaScript enables the second drop-down and removes a value from it (the value selected in the first drop-down). If they click the blank first value of the drop-down, then the second drop-down will be disabled (and the options reset).</p>

<p>I also have code in the <code>OnPreRender</code> method that will enable or disable the second drop-down based on the value of the first drop-down. This is so that the value of the first drop-down can be selected in code (loading user settings).</p>

<p>My problem is:</p>

<ol>
<li>The user selects something in the first drop-down. The second drop-down will become enabled through JavaScript. </li>
<li>They then change a third drop-down that initiates a post back. After the post back the drop-downs are in the correct state (first value selected, second drop-down enabled).</li>
<li>If they then click the back button, the second drop-down will no longer be enabled although it should be since there's something selected in the first drop-down.</li>
</ol>

<p>I've tried adding a startup script (that will set the correct state of the second-drop down) through <code>ClientScript.RegisterStartupScript</code>, however when this gets called the first drop-down has a <code>selectedIndex</code> of <code>0</code>, not what it actually is. My guess is that the value of the selection gets set after my start script (but still doesn't call the <code>onChange</code> script).</p>

<p>Any ideas on what to try?</p>
","<asp.net><javascript>"
"Programmatically select multiple files in windows explorer","<p>I can display and select a single file in windows explorer like this:</p>
<pre><code>explorer.exe /select, &quot;c:\path\to\file.txt&quot;
</code></pre>
<p>However, I can't work out how to select more than one file. None of the permutations of select I've tried work.</p>
<p>Note: I looked at these pages for docs, neither helped.</p>
<p><a href=""https://support.microsoft.com/kb/314853"" rel=""nofollow noreferrer"">https://support.microsoft.com/kb/314853</a><br />
<a href=""http://web.archive.org/web/20100716112458/http://www.infocellar.com:80/Win98/explorer-switches.htm"" rel=""nofollow noreferrer"">http://web.archive.org/web/20100716112458/http://www.infocellar.com:80/Win98/explorer-switches.htm</a></p>
","<windows><explorer><windows-shell>"
"ICE Faces fileInput file path and file name properties","<p>I'd like to utilize an ICE Faces fileInput control to fill in the file path &amp; file name for the input to an input field on a web page based on file that the user selects. How can I capture these properties without actually performing any file transfer operations?</p>
","<java><ajax><jsf><icefaces>"
"How do I prevent IIS7 from dropping my cookies?","<p>I'm using Windows Vista x64 with SP1, and I'm developing an ASP.NET app with IIS7 as the web server. I've got a problem where my cookies aren't ""sticking"" to the session, so I had a Google and found that there was a known issue with duplicate response headers overwriting instead of being added to the session. This problem was, however, supposed to have been fixed in Service Pack 1 for Vista.</p>

<p>Any ideas as to what my trouble might be?</p>

<hr>

<p>I'm using an Integrated app pool, and the max number of worker processes == 1.</p>

<p>What's the significance of the underscore? Does it matter where in the URL it is (e.g. it matters if it's in the host name, but not if it's in the query string)?</p>
","<http><iis><iis-7><cookies><windows-vista>"
"ILMerge Best Practices","<p>Do you use ILMerge? Do you use ILMerge to merge multiple assemblies to ease deployment of dll's? Have you found problems with deployment/versioning in production after ILMerging assemblies together?</p>

<p>I'm looking for some advice in regards to using ILMerge to reduce deployment friction, if that is even possible.</p>
","<c#><.net><deployment><ilmerge>"
"Datagrid: Calculate Avg or Sum for column in Footer ","<p>I have a datagrid getting bound to a dataset, and I want to display the average result in the footer for a column populated with integers.</p>

<p>The way I figure, there's 2 ways I can think of:</p>

<p>1.""Use the <strong>Source</strong>, Luke""<br>
In the code where I'm calling DataGrid.DataBind(), use the DataTable.Compute() method (<em>or in my case DataSet.DataTable(0).Compute()</em>). For example:  </p>

<pre><code>Dim strAverage = DataTable.Compute(""Avg(ColumnName)"", """")  
</code></pre>

<p>But once I have this, how can I insert it into the footer?</p>

<p>2.""<strong>Bound</strong> for Glory""<br>
Using the DataGrid.ItemDataBound event, and calculating a running total from every ListItemType.Item and ListItemType.AlternatingItem, finally displaying in ListItemType.Footer. For example:  </p>

<pre><code>Select Case e.Item.ItemType
    Case ListItemType.Item, ListItemType.AlternatingItem
        runningTotal += CInt(e.Item.Cells(2).Text)
    Case ListItemType.Footer
        e.Item.Cells(2).Text = runningTotal/DataGrid.Items.Count
End Select
</code></pre>

<p>This just feels wrong, plus I would have to make sure the runningTotal is reset on every DataBind.  </p>

<p>Is there a better way?</p>
","<asp.net><vb.net><datagrid><report>"
"How do you pass a function as a parameter in C?","<p>I want to create a function that performs a function passed by parameter on a set of data. How do you pass a function as a parameter in C?</p>
","<c><function><pointers><syntax><parameters>"
"Do you name controls on forms using the same convention as a private variable?","<p>For some reason I never see this done.  Is there a reason why not?  For instance I like _blah for private variables, and at least in Windows Forms controls are by default private member variables, but I can't remember ever seeing them named that way.  In the case that I am creating/storing control objects in local variables within a member function, it is especially useful to have some visual distinction.</p>
","<user-interface><oop><coding-style>"
"Add multiple window.onload events","<p>In my ASP.NET User Control I'm adding some JavaScript to the <code>window.onload</code> event:</p>

<pre><code>if (!Page.ClientScript.IsStartupScriptRegistered(this.GetType(), onloadScriptName))
  Page.ClientScript.RegisterStartupScript(this.GetType(), onloadScriptName, 
    ""window.onload = function() {myFunction();};"", true);            
</code></pre>

<p>My problem is, if there is already something in the <code>onload</code> event, than this overwrites it. How would I go about allowing two user controls to each execute JavaScript in the <code>onload</code> event?</p>

<p><strong>Edit:</strong> Thanks for the info on third party libraries. I'll keep them in mind. </p>
","<javascript><asp.net><events><listener>"
"Planning and Building a mobile enabled site for your main site","<p>We are in the initial planning stages of building out a mobile site for one of our clients.  This mobile site will be in addition to the main site that we have already built for them.  We've determined that the content is going to be a small subsection of the main site and will target the main audience that is expected to use the site.</p>

<p>While looking through some sample mobile sites we noticed that a lot of site that have WAP in the url are actually just simplified HTML files.  <a href=""http://wap.mlb.com"" rel=""nofollow noreferrer"">http://wap.mlb.com</a> is not really WAP enabled but simple HTML.</p>

<p>My question is WAP a think of the past?  With smartphones and the iPhone having the ability to render sites as is do we need to worry about WML and WAP or will a stripped down html version be enough?  </p>

<p>Also can you recommend a blog or tutorial or answer below how best to check for mobile devices?  Do we as the programmer need to know each variation of user agent in order to redirect them to our mobile site? </p>

<p>Finally, would you program a mobile site for the iPhone/Touch Safari browser or just leave the site as is?</p>
","<html><mobile><responsive-design><wap><wml>"
"Running xinc on OpenBSD's Apache Server","<p>Has anyone been able to get xinc to run correctly under OpenBSD's chrooted default Apache? I'd like to keep our development server running fully chrooted just like our Production server so that we make sure our code runs just fine chrooted.</p>
","<php><continuous-integration><openbsd><xinc>"
"Best way to write a RESTful service ""client"" in .Net?","<p>What techniques do people use to ""consume"" services in the REST stile on .Net ? Plain http client? Related to this: many rest services are now using JSON (its tighter and faster) - so what JSON lib is used? </p>
","<.net><web-services><rest>"
"RaisePostBackEvent not firing","<p>I have a custom control that implements IPostBackEventHandler. Some client-side events invoke __doPostBack(controlID, eventArgs).</p>

<p>The control is implemented in two different user controls. In one control, RaisePostBackEvent is fired on the server-side when <code>__doPostBack</code> is invoked. In the other control, RaisePostBackEvent is never invoked. I checked the <code>__EVENTTARGET</code> parameter and it does match the ClientID of the control... where else might I look to troubleshoot this?</p>
","<asp.net><postback>"
"How do I make Visual Studio auto generate braces for a function block?","<p>I could swear I've seen people typing function headers and then hitting some key combination to auto-create function braces and insert the cursor between them like so:</p>

<pre><code>void foo()_
</code></pre>

<p>to</p>

<pre><code>void foo()
{
    _
}
</code></pre>

<p>Is this a built-in feature?</p>
","<c#><visual-studio>"
"Replicating load related crashes in non-production environments","<p>We're running a custom application on our intranet and we have found a problem after upgrading it recently where IIS hangs with 100% CPU usage, requiring a reset.</p>

<p>Rather than subject users to the hangs, we've rolled back to the previous release while we determine a solution.  The first step is to reproduce the problem -- but we can't. </p>

<p>Here's some background:</p>

<p>Prod has a single virtualized (vmware) web server with two CPUs and 2 GB of RAM.  The database server has 4GB, and 2 CPUs as well.  It's also on VMWare, but separate physical hardware.</p>

<p>During normal usage the application runs fine.  The w3wp.exe process normally uses betwen 5-20% CPU and around 200MB of RAM.  CPU and RAM fluctuate slightly under normal use, but nothing unusual.</p>

<p>However, when we start running into problems, the RAM climbs dramatically and the CPU pegs at 98% (or as much as it can get).  The site becomes unresponsive, necessitating a IIS restart.  Resetting the app pool does nothing in this situation, a full IIS restart is required.</p>

<p>It does not happen during the night (no usage).  It happens more when the site is under load, but it has also happened under non-peak periods.</p>

<p>First step to solving this problem is reproducing it. To simulate the load, we starting using JMeter to simulate usage. Our load script is based on actual usage around the time of the crash.  Using JMeter, we can ramp the usage up quite high (2-3 times the load during the crash) but the site behaves fine.  CPU is up high, and the site does become sluggish, but memory usage is reasonable and nothing is hanging.</p>

<p>Does anyone have any tips on how to reproduce a problem like this in a non-production environment?  We'd really like to reproduce the error, determine a solution, then test again to make sure we've resolved it.  During the process we've found a number of small things that we've improved that might solve the problem, but I'd really feel a lot more confident if we could reproduce the problem and test the improved version.</p>

<p>Any tools, techniques or theories much appreciated!</p>
","<asp.net><performance><memory><crash><cpu>"
"C# 2.0 code consuming assemblies compiled with C# 3.0","<p>This should be fine seeing as the CLR hasn't actually changed?</p>

<p>The boxes running the C# 2.0 code <strong>have</strong> had .NET 3.5 rolled out.</p>

<p>The background is that we have a windows service (.NET 2.0 exe built with VS2005, deployed to ~150 servers) that dynamically loads assemblies (almost like plug-ins) to complete various work items asked of it. Whenever we roll out a new version of the bus logic, we just drop the assemblies on an FTP server and the windows service knows how to check for, grab and store the latest versions. New assemblies are now built using VS2008 and targetting .NET 2.0, we know that works ok. However we'd like to start taking advantage of C# 3.0 language features such as LINQ and targetting the assemblies against .NET 3.5 without having to build and deploy a new version of the windows service.</p>
","<c#><.net><.net-3.5>"
"How do you deploy your SharePoint solutions?","<p>I am now in the process of planning the deployment of a SharePoint solution into a production environment.<br>
I have read about some tools that promise an easy way to automate this process, but nothing that seems to fit my scenario.</p>

<p>In the testing phase I have used SharePoint Designer to copy site content between the different development and testing servers, but this process is manual and it seems a bit unnecessary.</p>

<p>The site is made up of SharePoint web part pages with custom web parts, and a lot of Reporting Services report definitions.</p>

<p>So, is there any good advice out there in this vast land of geeks on how to most efficiently create and deploy a SharePoint site for a multiple deployment scenario?</p>

<p><strong>Edit</strong><br>
Just to clarify. I need to deploy several ""SharePoint Sites"" into an existing site collection. Since SharePoint likes to have its sites in the SharePoint content database, just putting the files into IIS is not an option at this time.</p>
","<sharepoint><deployment><production>"
"any good tool for makefile generation?","<p>I'm looking for a tool which can generate makefile for a C/C++ project for different compilers (gcc, microsoft vc++, borland etc) and different platforms (Win, Linux, Mac).</p>
","<c++><c><cross-platform><makefile>"
"What WPF books would you recommend?","<p>Well, i've got a nice WPF book its called Sams Windows Presentation Foundation Unleashed.
I really like to read and learn with it. Are there any other WPF books you could recommend? </p>
","<wpf>"
